,asin,summary
2709,B00I48D6WO,Galaxy vs Magik!! Five Stars Its good Fast and furious
2710,B00I49CR50,"You hate to leave Unusual book War of the black tower Three Stars satisfying read R rated but not XX, epic fantasy, great villains Darkness abounds A Good Buy Pay attention--when this title says ""Dark"" Fantasy, it MEANS Dark. Good read... Epic fantasy A great read. Would I recommend this book to other ..."
2711,B00I49TMB2,Four Stars The saga continues Intergalactic Mission
2712,B00I4BTDZA,Very Interesting Be prepared to accept the known and the unknown Exciting
2713,B00I4CIV8O,Great ending lots of action Excellent read! Patti Larsen Page Turner! A howling good read!
2714,B00I4FYRM0,"Peacocks, Unicorns and Castles Oh My! I'm not kid, and I loved it. Delightful Children's Rhymes. Enchanting Reading for Children of all Ages!"
2715,B00I4GK9NK,Very Entertaining
2716,B00I4RRP36,I dislike the Wachter brothers immensly... Excellent Start. Union: A swashbuckling gig fantasy Don't drop anything on your current reading list to add this. Better than Conan Enjoyable but not Compelling Good start
2717,B00I50N9QE,"Old legends and a few secrets unfold. Ever heard about fat-sucking vampires? Then read this story :) Review of Disappered Awesome, a fantastic tale!"
2718,B00I50NE2S,great series.  the swirl grows to be a maestro One of the Best Kindle Series Another Great Book the best Rise of a Maestro A Very Consistently Good Series Highly recommend it. Great Read Read this series!
2719,B00I555IUY,Perfect fit for the series! Five Stars Love this series! Yay for Jericho! My Favorite Author & Series! Love Jericho but not so much Olivia...
2720,B00I5V3GA2,Five Stars Cut off SO SORRY TO BE AT THE LAST SERIES BOOK AVAILABLE!  WRITE FASTER! Fun read! Five Stars Fantastic book This book was fantastic as all in this series
2721,B00I5VB3CK,I'm not sure what to say A Very Good Series Citalis : Chrysalis
2722,B00I5VG13Q,Good story marred by misuse of English
2723,B00I6HG7M4,"Very Fun and Entertaining Story continues, new character (re)appears. Bad Boy becomes ""good"" super villain R.J. Ross is growing as a writer Five Stars great read! Five Stars Worthy of a read. This book is fun if you are under 15 years old Best book of the first arc (First four books)"
2724,B00I6HRXAE,"Please keep them coming! Crosses the Line Excellent sequel Another good read. All of the Aneka books are fun, witty Five Stars Five Stars awesome want more re e Fun easy read. First in new story arc Some twist in the storyline but a good read Best yet? A good read Five Stars Story of Aneka gets a lot more interesting Great Sci-fi with a bit of titillation Good book Good story if a bit naughty Too long for the actual content Less Lesbianism Where's the story An Interaction Between two Lesbians, one a semi-robot with major kill-skills and the other a curvy red head girl. Loved this Story (and these stories) Don't purchase this book as the gratutious sex detracts from an otherwise decent story Sex Political spy thriller I'm a sucker for Aneka Best of the Aneka Jansen series to date Fantastic 4th Book in the Aneka Jansen Series Love this author! this book series too though i love thumatology more.. still this is pure awsomeness!!! the winter war All over the place can only give a four star Sex or story ? Who's who in Aneka's brave new galaxy.... Angela Jansen continues Read the whole series in order its worth it"
2725,B00I6JFDE0,wonderful trilogy Absolutely Fantastic Five Stars
2726,B00I6X2XR6,Great story of two very different sisters Phenomenal co-written serial Not bad but seriously to short.... Wonderful Good young adult series Great book Sisterly Love! Severed another good serial? Great Story and great imaginations WOW!!! Lost sleep reading this book. Decisions that cost . . . Nice beginning Very good
2727,B00I7542JA,great fun great story The whole series is worth the price of admission but the reviews???? Excellent continuation of Story Love the characters! Compelling momentum in Tibby's adventure Could not get into it A certain Sameness Good sequel to the Battle of New Orleans Review on SWEET HOME ALLE BAMA ( SOLBIDYUM WARS SAGA ) This is an excellent story I have read the first book and loved it. I loved this book Best of the Best #2 Awesome Read. Five Stars
2728,B00I7BTMJ4,"Very good Supernatural love An interesting supernatural thriller in High School... Not just about Faries Very different version of the fairy, with a schism in their ranks, as one side wants to destroy all humans while the other wants to coexist. Good"
2729,B00I7RIC6M,"Back and better Enjoyable Read Five Stars Loved it! Part 2 of a Weak Story Arc I love the action and the science behind everything good continuation as the others I have to keep reading it Left me dangling! A Growing Story and a growing author Interesting and Well Written Series Want more Fun read Another exciting installment, eager for more Nice SCI-Fi yes everything is just perfect EXCITING Continued excellent space opera, even without the space! Again a fun and easy read love it as usual Wanted by Laurence Dahners I just LOVE this series Absolutely awesome Love this series Another Great Donsaii Book love these stories Fun! Love this series Well up to our now expected standard. Each one better than the last Always enjoyable ""BRAINS OVER BRAWN"" Still lack of conclusion The Ell Donsaii series is Great Another great addition This series rocks! Number ten and getting better each time This just keeps getting better Another great book in this series... Wanted Donsaii #10 Great Wanted Five Stars A Great Continuation of the Ell Donsaii saga."
2730,B00I7TE8CM,enjoyable read
2731,B00I7XPLW4,A Real Somber Read Another winner Five Stars Dark and possible Dreary
2732,B00I80DZCY,"good series An outstanding read respect!! Good book if your preference is combat, combat and more combat Thanks Michael G. Thomas is a great writer Can't Keep those BioMechs or Humans down Five Stars Yes! Three Stars hard SF military at its best can't get enough This series I'm sure..."
2733,B00I82YGPW,"Creepy, crawlie good Okay story. This Novella needs a sequel! This was very good Good read River adventure"
2734,B00I8B1PQQ,"Not quiet outside the Amish Zone! Wonderful! Better and better! It just keeps getting better! Oh boy...that ending... Tron and Terminator Next! 3 ...Not so quiet So great! Michael Bunker does it again... a must read, can't wait for parts four and five Just continues to get better Part three Completely excellent!! The plot thickens.. da da daaaa... Another great part. Absolutely addicting"
2735,B00I8RG4I4,I look forward to further issues. Earth Dark #2 Seamless continuation of book 1 Keeps you on the edge of your seat Good Strong Continuation
2736,B00I8ZGNY6,"This is a four but only because there is no three and a half It pulled tears from me Zombie Troubles done right! Adrenaline Rush Five Stars ZOMBIES! too predictable Dark urban fantasy Keeps getting better! So, so dark--yet so intriguing Just when I was starting to get mad"
2737,B00I8ZUBP8,Great read. The Simple Gifts The Simple Gifts Well worth the money!!
2738,B00I92FS7Q,Five Stars I really enjoyed this series ... Warrior's Blood The excitement continues Decent Loved it. Can't wait for the next one Great military S/F story by author Warriors Blood book 1 to 7 Four Stars Great series!
2739,B00I946HRE,First book by Gary Weston I have read Nylon 5 Five Stars Great! The book sparks the imagination and reminds us that we will all be strangers when we go to the stars. Good attempt at light reading. Story moved pretty fast. A good read.
2740,B00I9FTN8I,Darryl's Review
2741,B00I9GYLVG,"A Lighter Series Certainly a good read Wow I like the main character and the story line is well ... Five Stars Great Things Get Hairy In Vegas Sparklebomb. Five Stars A new twist on magic. Five Stars Hawke, Suzy, the boss and one good read. Five Stars Cesar Hawke's life just keeps getting interesting Very Entertaining Not a bad read A lighter series but a nice change of pace entertaining Silver Bullet Fantastic as always."
2742,B00I9J9EMO,"Gary did it again Craggy' s Books book 3 Aliens and Beer Great Series Solid 4.5 for a light, fun space opera that feels like a fireside story"
2743,B00I9K20GU,A great story. Nicely done Craggy Love makes the Universe go round!
2744,B00I9M9YIK,A clever story You want answers? Here are your answers! Only one more to go! ...just keeps getting better It just keeps getting better! And the plot thickens! Once again! Go Eagles! Full of Surprises! Pennsylvania Thou shalt not skip reading this book Part 4 Crikey! Another Great Part Absolutely addicting
2745,B00I9T883K,Superb almost finale Great series Awesome series!!! Twilight zone episode??? Goodish awesome. Loose Threads
2746,B00IA65PEM,Fun read for paranormal lovers Hoping for a new series! Something totally different! Can not wait for the next one First in series? Great Beginning An okay read OK
2747,B00IA6ZTIO,When Bad Neighbors Go Evil
2748,B00IA7IBWY,Another fun adventure
2749,B00IAQPW9A,Five Stars Does not disappoint! good reading Best Zombie warfare Another smash hit!
